Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2020-12949,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to the Actions and Policies of Certain Members of the Government of Belarus and Other Persons To Undermine Democratic Processes or Institutions of Belarus,2020-06-11,2020-06-12,85 FR 36137,https://www.federalregister.gov/documents/2020/06/12/2020-12949/continuation-of-the-national-emergency-with-respect-to-the-actions-and-policies-of-certain-members,https://www.govinfo.gov/content/pkg/FR-2020-06-12/pdf/2020-12949.pdf,,,2026-07-21,2026-07-21,10f8d7b6e471236471f3d75017cb014d537015d941fd1a0dad855bef2418cf20,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-12953,Trump I,Donald Trump,Executive Order,13928,Blocking Property of Certain Persons Associated With the International Criminal Court,2020-06-11,2020-06-15,85 FR 36139,https://www.federalregister.gov/documents/2020/06/15/2020-12953/blocking-property-of-certain-persons-associated-with-the-international-criminal-court,https://www.govinfo.gov/content/pkg/FR-2020-06-15/pdf/2020-12953.pdf,,"Revoked by: EO 14022, April 1, 2021",2026-07-21,2026-07-21,64a780483ce64e9dc985f4ec6fcafdb2c57648aeb1e9d7672be3e63b4151d958,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13177,Trump I,Donald Trump,Proclamation,10050,"Flag Day and National Flag Week, 2020",2020-06-12,2020-06-17,85 FR 36467,https://www.federalregister.gov/documents/2020/06/17/2020-13177/flag-day-and-national-flag-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-17/pdf/2020-13177.pdf,,,2026-07-21,2026-07-21,aeba150f691369fef2e2413c7186aefd59f78b9e56e7a778b6712655fa00b854,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13449,Trump I,Donald Trump,Executive Order,13929,Safe Policing for Safe Communities,2020-06-16,2020-06-19,85 FR 37325,https://www.federalregister.gov/documents/2020/06/19/2020-13449/safe-policing-for-safe-communities,https://www.govinfo.gov/content/pkg/FR-2020-06-19/pdf/2020-13449.pdf,,"Revoked by: EO 14074, May 25, 2022",2026-07-21,2026-07-21,623e0540a925ca92cc39d3cfe5108d116fcf2ac8f88524d1a4ad7b099525015c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13450,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to North Korea,2020-06-17,2020-06-19,85 FR 37329,https://www.federalregister.gov/documents/2020/06/19/2020-13450/continuation-of-the-national-emergency-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2020-06-19/pdf/2020-13450.pdf,,,2026-07-21,2026-07-21,c5e9642d400b03bd5652846ceb3b9310983beaba39f83835549b09c4dcb2904a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13776,Trump I,Donald Trump,Proclamation,10051,"Father's Day, 2020",2020-06-19,2020-06-24,85 FR 38029,https://www.federalregister.gov/documents/2020/06/24/2020-13776/fathers-day-2020,https://www.govinfo.gov/content/pkg/FR-2020-06-24/pdf/2020-13776.pdf,,,2026-07-21,2026-07-21,864fba1afad0da2521e50e684d8f965039655cbd465e73331a58a20246c6131e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-13888,Trump I,Donald Trump,Proclamation,10052,Suspension of Entry of Immigrants and Nonimmigrants Who Present a Risk to the United States Labor Market During the Economic Recovery Following the 2019 Novel Coronavirus Outbreak,2020-06-22,2020-06-25,85 FR 38263,https://www.federalregister.gov/documents/2020/06/25/2020-13888/suspension-of-entry-of-immigrants-and-nonimmigrants-who-present-a-risk-to-the-united-states-labor,https://www.govinfo.gov/content/pkg/FR-2020-06-25/pdf/2020-13888.pdf,,,2026-07-21,2026-07-21,b4ae80b4e0b7b0c2692e29f8dc852080dd8a4f5694e1c3a2202b338317ca7992,Routed,HOR-041,SRC-1328,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2020-13943,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to the Western Balkans,2020-06-24,2020-06-25,85 FR 38271,https://www.federalregister.gov/documents/2020/06/25/2020-13943/continuation-of-the-national-emergency-with-respect-to-the-western-balkans,https://www.govinfo.gov/content/pkg/FR-2020-06-25/pdf/2020-13943.pdf,,,2026-07-21,2026-07-21,9976c229331af8a551d43b47884e90df34977f56d0b18496277ad8d8f98f826a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14077,Trump I,Donald Trump,Executive Order,13930,Strengthening the Child Welfare System for America's Children,2020-06-24,2020-06-29,85 FR 38741,https://www.federalregister.gov/documents/2020/06/29/2020-14077/strengthening-the-child-welfare-system-for-americas-children,https://www.govinfo.gov/content/pkg/FR-2020-06-29/pdf/2020-14077.pdf,,,2026-07-21,2026-07-21,b8cf925682956c1d62631d936a1f15f4f7f59f1363c1addcb057f6cb1d2ebfb2,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14090,Trump I,Donald Trump,Determination,2020-07,"Presidential Determination Pursuant to Section 303 of the Defense Production Act of 1950, as Amended",2020-06-24,2020-06-29,85 FR 38747,https://www.federalregister.gov/documents/2020/06/29/2020-14090/presidential-determination-pursuant-to-section-303-of-the-defense-production-act-of-1950-as-amended,https://www.govinfo.gov/content/pkg/FR-2020-06-29/pdf/2020-14090.pdf,,,2026-07-21,2026-07-21,98765c6610951d2d464fdd562efc895347a5bc557b393ad8d3ee19b3d005e7fb,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14328,Trump I,Donald Trump,Executive Order,13931,Continuing the President's National Council for the American Worker and the American Workforce Policy Advisory Board,2020-06-26,2020-07-01,85 FR 39455,https://www.federalregister.gov/documents/2020/07/01/2020-14328/continuing-the-presidents-national-council-for-the-american-worker-and-the-american-workforce-policy,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14328.pdf,,"See: EO 13845, July 19, 2018; Revoked by: EO 14025 of April 26, 2021",2026-07-21,2026-07-21,2cf671315821108792c4ab1ed7c01126f40f1f9795d9768fd3d594a7dc621335,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14337,Trump I,Donald Trump,Executive Order,13932,Modernizing and Reforming the Assessment and Hiring of Federal Job Candidates,2020-06-26,2020-07-01,85 FR 39457,https://www.federalregister.gov/documents/2020/07/01/2020-14337/modernizing-and-reforming-the-assessment-and-hiring-of-federal-job-candidates,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14337.pdf,,,2026-07-21,2026-07-21,af8f2cebd21ee39b44f18186774d05493d383ad45843b6b6f12e68506d886623,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14509,Trump I,Donald Trump,Executive Order,13933,"Protecting American Monuments, Memorials, and Statues and Combating Recent Criminal Violence",2020-06-26,2020-07-02,85 FR 40081,https://www.federalregister.gov/documents/2020/07/02/2020-14509/protecting-american-monuments-memorials-and-statues-and-combating-recent-criminal-violence,https://www.govinfo.gov/content/pkg/FR-2020-07-02/pdf/2020-14509.pdf,,"Revoked by: EO 14029, May 14, 2021 Reinstated by: EO 14189, January 29, 2025 See: EO 14252, March 27, 2025",2026-07-21,2026-07-21,b1d0a5b5b4bad1ab91e9b603d82ab07b1c700dacf7300dad43576fb79076bfb8,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14448,Trump I,Donald Trump,Proclamation,10053,To Take Certain Actions Under the United States- Mexico-Canada Agreement Implementation Act and for Other Purposes,2020-06-29,2020-07-01,85 FR 39821,https://www.federalregister.gov/documents/2020/07/01/2020-14448/to-take-certain-actions-under-the-united-states--mexico-canada-agreement-implementation-act-and-for,https://www.govinfo.gov/content/pkg/FR-2020-07-01/pdf/2020-14448.pdf,,,2026-07-21,2026-07-21,d8b6fffe8747898734a0367d2e1da6b618b1a6cd787338201d4fb8a83b72d550,Routed,HOR-040,SRC-1329,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2020-14510,Trump I,Donald Trump,Proclamation,10054,Amendment to Proclamation 10052,2020-06-29,2020-07-02,85 FR 40085,https://www.federalregister.gov/documents/2020/07/02/2020-14510/amendment-to-proclamation-10052,https://www.govinfo.gov/content/pkg/FR-2020-07-02/pdf/2020-14510.pdf,,,2026-07-21,2026-07-21,30ffda09c3f1ee4f4b8c2ee0f28679f4586490bd073f7d5f791cdcc9358e7e02,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14598,Trump I,Donald Trump,Proclamation,10055,"Pledge to America's Workers Month, 2020",2020-06-30,2020-07-06,85 FR 40087,https://www.federalregister.gov/documents/2020/07/06/2020-14598/pledge-to-americas-workers-month-2020,https://www.govinfo.gov/content/pkg/FR-2020-07-06/pdf/2020-14598.pdf,,,2026-07-21,2026-07-21,0aa7e07a295dafa50cfacc99b7b80354c5a3f77b8a92523a0f05e8f0895b4248,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-14872,Trump I,Donald Trump,Executive Order,13934,Building and Rebuilding Monuments to American Heroes,2020-07-03,2020-07-08,85 FR 41165,https://www.federalregister.gov/documents/2020/07/08/2020-14872/building-and-rebuilding-monuments-to-american-heroes,https://www.govinfo.gov/content/pkg/FR-2020-07-08/pdf/2020-14872.pdf,,"See: EO 13933, June 26, 2020 Revoked by: EO 13978, January 18, 2021 Reinstated by: EO 14189, January 29, 2025",2026-07-21,2026-07-21,5a67f98e51d303f1d01bdb097ec48e0c70aca552b09adf0f079091c437f51b5d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-16601,Trump I,Donald Trump,Memorandum,,Delegation of Authority Under the Better Utilization of Investments Leading to Development Act of 2018,2020-07-07,2020-07-29,85 FR 45749,https://www.federalregister.gov/documents/2020/07/29/2020-16601/delegation-of-authority-under-the-better-utilization-of-investments-leading-to-development-act-of,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16601.pdf,,,2026-07-21,2026-07-21,392e71a40ed4bde45c96c3843c02679ec1693f3646165ccc58957431a25822e7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-15338,Trump I,Donald Trump,Executive Order,13935,White House Hispanic Prosperity Initiative,2020-07-09,2020-07-14,85 FR 42683,https://www.federalregister.gov/documents/2020/07/14/2020-15338/white-house-hispanic-prosperity-initiative,https://www.govinfo.gov/content/pkg/FR-2020-07-14/pdf/2020-15338.pdf,,"Supersedes: EO 13555, October 19, 2010 Partially supersedes: EO 13889, September 27, 2019 Superseded by: EO 14045, September 13, 2021",2026-07-21,2026-07-21,fbab756198b21163e8f8beedf3e3cab18a85ca709638af182b006fbf4596364f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-15646,Trump I,Donald Trump,Executive Order,13936,The President's Executive Order on Hong Kong Normalization,2020-07-14,2020-07-17,85 FR 43413,https://www.federalregister.gov/documents/2020/07/17/2020-15646/the-presidents-executive-order-on-hong-kong-normalization,https://www.govinfo.gov/content/pkg/FR-2020-07-17/pdf/2020-15646.pdf,,"See: Notice of July 10, 2025",2026-07-21,2026-07-21,3fef573c0b4f86f4a268e2be52d415331116b9dad46dcb3c67dc9b1932b81e2b,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-16035,Trump I,Donald Trump,Proclamation,10056,"Captive Nations Week, 2020",2020-07-17,2020-07-22,85 FR 44449,https://www.federalregister.gov/documents/2020/07/22/2020-16035/captive-nations-week-2020,https://www.govinfo.gov/content/pkg/FR-2020-07-22/pdf/2020-16035.pdf,,,2026-07-21,2026-07-21,548c39aaf90e52bb45f3136bac680b4e2c6d93d636665055c498b5b85972658d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-16622,Trump I,Donald Trump,Determination,2020-09,Continuation of U.S. Drug Interdiction Assistance to the Government of Colombia,2020-07-17,2020-07-29,85 FR 45751,https://www.federalregister.gov/documents/2020/07/29/2020-16622/continuation-of-us-drug-interdiction-assistance-to-the-government-of-colombia,https://www.govinfo.gov/content/pkg/FR-2020-07-29/pdf/2020-16622.pdf,,,2026-07-21,2026-07-21,4007c06946255b1e257a7414f72844e2bb98252dabd99eebb1a849feb1ecc6d5,Routed,HOR-042,SRC-1330,Completed baseline screening linked this directive to the listed ARRP and source-development records.,2026-07-21
2020-16098,Trump I,Donald Trump,Proclamation,10057,Death of John Lewis,2020-07-18,2020-07-23,85 FR 44451,https://www.federalregister.gov/documents/2020/07/23/2020-16098/death-of-john-lewis,https://www.govinfo.gov/content/pkg/FR-2020-07-23/pdf/2020-16098.pdf,,,2026-07-21,2026-07-21,0b44df13beb56bb3c25d359c1f811aaa725bf558546f3ec7f980baf67c9c86da,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-16216,Trump I,Donald Trump,Memorandum,,Excluding Illegal Aliens From the Apportionment Base Following the 2020 Census,2020-07-21,2020-07-23,85 FR 44679,https://www.federalregister.gov/documents/2020/07/23/2020-16216/excluding-illegal-aliens-from-the-apportionment-base-following-the-2020-census,https://www.govinfo.gov/content/pkg/FR-2020-07-23/pdf/2020-16216.pdf,,,2026-07-21,2026-07-21,a1d78374096485103564ac64d05e5fd291d339c0d86732001507f5fded5e807a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2020-16223,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Transnational Criminal Organizations,2020-07-22,2020-07-23,85 FR 44683,https://www.federalregister.gov/documents/2020/07/23/2020-16223/continuation-of-the-national-emergency-with-respect-to-transnational-criminal-organizations,https://www.govinfo.gov/content/pkg/FR-2020-07-23/pdf/2020-16223.pdf,,,2026-07-21,2026-07-21,4234e2069c713acb4af465af5691c814c2eecabbb07ff60c9d324c5a8331a549,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
